Sequence,ATGNumber,position,frame
AAS51249,15.0,852.0,0.0
AAS51249,16.0,858.0,0.0
AAS51249,17.0,976.0,1.0
AAS51249,18.0,1020.0,0.0
AAS51249,19.0,1108.0,1.0
AAS51249,20.0,1147.0,1.0
AAS51249,21.0,1203.0,0.0
AAS51249,22.0,1266.0,0.0
AAS51249,23.0,1360.0,1.0
AAS51249,24.0,1528.0,1.0
AAS51249,25.0,1632.0,0.0
AAS51249,26.0,1686.0,0.0
AAS51249,27.0,1690.0,1.0
AAS51249,28.0,1756.0,1.0
AAS51249,29.0,1926.0,0.0
AAS51249,30.0,2011.0,1.0
AAS51249,31.0,2209.0,1.0
AAS51249,32.0,2227.0,1.0
AAS51249,33.0,2256.0,0.0
AAS51392,1.0,0.0,0.0
AAS51392,2.0,37.0,1.0
AAS51392,3.0,118.0,1.0
AAS51392,4.0,178.0,1.0
AAS51392,5.0,241.0,1.0
AAS51392,6.0,486.0,0.0
AAS51392,7.0,551.0,2.0
AAS51392,8.0,565.0,1.0
AAS51392,9.0,637.0,1.0
AAS51392,10.0,666.0,0.0
AAS51392,11.0,672.0,0.0
AAS51392,12.0,691.0,1.0
AAS51392,13.0,745.0,1.0
AAS51392,14.0,855.0,0.0
AAS51392,15.0,902.0,2.0
AAS51392,16.0,994.0,1.0
AAS51392,17.0,1083.0,0.0
AAS51054,1.0,0.0,0.0
AAS51054,2.0,54.0,0.0
AAS51054,3.0,143.0,2.0
AAS51054,4.0,173.0,2.0
AAS51054,5.0,178.0,1.0
AAS51054,6.0,205.0,1.0
AAS51054,7.0,298.0,1.0
AAS51054,8.0,355.0,1.0
AAS51054,9.0,370.0,1.0
AAS51054,10.0,384.0,0.0
AAS51054,11.0,398.0,2.0
AAS51054,12.0,511.0,1.0
AAS51054,13.0,603.0,0.0
AAS51054,14.0,685.0,1.0
AAS51054,15.0,696.0,0.0
AAS51054,16.0,744.0,0.0
AAS51054,17.0,770.0,2.0
AAS51054,18.0,789.0,0.0
AAS51054,19.0,792.0,0.0
AAS51054,20.0,828.0,0.0
AAS51054,21.0,970.0,1.0
AAS51054,22.0,996.0,0.0
AAS51054,23.0,1026.0,0.0
AAS51054,24.0,1077.0,0.0
AAS51054,25.0,1187.0,2.0
AAS51054,26.0,1198.0,1.0
AAS51054,27.0,1261.0,1.0
AAS51054,28.0,1288.0,1.0
AAS51054,29.0,1315.0,1.0
AAS51054,30.0,1335.0,0.0
AAS51054,31.0,1423.0,1.0
AAS51054,32.0,1441.0,1.0
AAS51054,33.0,1445.0,2.0
AAS51054,34.0,1490.0,2.0
AAS51054,35.0,1509.0,0.0
AAS51054,36.0,1540.0,1.0
AAS51054,37.0,1693.0,1.0
AAS51054,38.0,1732.0,1.0
AAS51054,39.0,1843.0,1.0
AAS51054,40.0,1852.0,1.0
AAS51121,1.0,0.0,0.0
AAS51121,2.0,21.0,0.0
AAS51121,3.0,75.0,0.0
AAS51121,4.0,81.0,0.0
AAS51121,5.0,120.0,0.0
AAS51121,6.0,487.0,1.0
AAS51214,1.0,0.0,0.0
AAS51214,2.0,3.0,0.0
AAS51214,3.0,45.0,0.0
AAS51214,4.0,201.0,0.0
AAS51214,5.0,217.0,1.0
AAS51214,6.0,228.0,0.0
AAS51214,7.0,321.0,0.0
AAS51214,8.0,348.0,0.0
AAS51214,9.0,387.0,0.0
AAS51214,10.0,609.0,0.0
AAS51214,11.0,689.0,2.0
AAS51214,12.0,714.0,0.0
AAS51214,13.0,802.0,1.0
AAS51214,14.0,895.0,1.0
AAS51214,15.0,907.0,1.0
AAS51214,16.0,923.0,2.0
AAS51214,17.0,966.0,0.0
AAS51214,18.0,1066.0,1.0
AAS51214,19.0,1230.0,0.0
AAS51214,20.0,1278.0,0.0
AAS51214,21.0,1296.0,0.0
AAS51214,22.0,1330.0,1.0
AAS51214,23.0,1462.0,1.0
AAS51214,24.0,1475.0,2.0
AAS51214,25.0,1485.0,0.0
AAS51214,26.0,1489.0,1.0
AAS51214,27.0,1534.0,1.0
AAS51214,28.0,1551.0,0.0
AAS51066,1.0,0.0,0.0
AAS51066,2.0,108.0,0.0
AAS51066,3.0,249.0,0.0
AAS51066,4.0,274.0,1.0
AAS51066,5.0,286.0,1.0
AAS51066,6.0,357.0,0.0
AAS51066,7.0,396.0,0.0
AAS51066,8.0,477.0,0.0
AAS51066,9.0,556.0,1.0
AAS51213,1.0,0.0,0.0
AAS51213,2.0,13.0,1.0
AAS51213,3.0,57.0,0.0
AAS51213,4.0,111.0,0.0
AAS51213,5.0,172.0,1.0
AAS51213,6.0,265.0,1.0
AAS51213,7.0,402.0,0.0
AAS51213,8.0,411.0,0.0
AAS51213,9.0,528.0,0.0
AAS51213,10.0,532.0,1.0
AAS51213,11.0,600.0,0.0
AAS51213,12.0,612.0,0.0
AAS51213,13.0,619.0,1.0
AAS51213,14.0,650.0,2.0
AAS51213,15.0,710.0,2.0
AAS51213,16.0,888.0,0.0
AAS51213,17.0,1018.0,1.0
AAS51140,1.0,0.0,0.0
AAS51140,2.0,116.0,2.0
AAS51140,3.0,199.0,1.0
AAS51140,4.0,214.0,1.0
AAS51140,5.0,286.0,1.0
AAS51140,6.0,351.0,0.0
AAS51140,7.0,420.0,0.0
AAS51140,8.0,470.0,2.0
AAS51140,9.0,498.0,0.0
AAS51140,10.0,544.0,1.0
AAS51140,11.0,573.0,0.0
AAS51140,12.0,589.0,1.0
AAS51140,13.0,670.0,1.0
AAS51140,14.0,694.0,1.0
AAS51140,15.0,750.0,0.0
AAS51140,16.0,769.0,1.0
AAS51140,17.0,786.0,0.0
AAS51140,18.0,826.0,1.0
AAS51140,19.0,844.0,1.0
AAS51140,20.0,876.0,0.0
AAS51140,21.0,901.0,1.0
AAS51140,22.0,928.0,1.0
AAS51140,23.0,1042.0,1.0
AAS51140,24.0,1093.0,1.0
AAS51140,25.0,1101.0,0.0
AAS51140,26.0,1189.0,1.0
AAS51140,27.0,1276.0,1.0
AAS51140,28.0,1354.0,1.0
AAS51140,29.0,1357.0,1.0
AAS51140,30.0,1376.0,2.0
AAS51140,31.0,1388.0,2.0
AAS51140,32.0,1458.0,0.0
AAS51140,33.0,1486.0,1.0
AAS51140,34.0,1538.0,2.0
AAS51140,35.0,1594.0,1.0
AAS51491,1.0,0.0,0.0
AAS51491,2.0,117.0,0.0
AAS51491,3.0,339.0,0.0
AAS51491,4.0,357.0,0.0
AAS51491,5.0,516.0,0.0
AAS51378,1.0,0.0,0.0
AAS51378,2.0,72.0,0.0
AAS51378,3.0,149.0,2.0
AAS51378,4.0,276.0,0.0
AAS51378,5.0,873.0,0.0
AAS51378,6.0,1024.0,1.0
AAS51378,7.0,1101.0,0.0
AAS51039,1.0,0.0,0.0
AAS51039,2.0,28.0,1.0
AAS51039,3.0,42.0,0.0
AAS51039,4.0,153.0,0.0
AAS51039,5.0,270.0,0.0
AAS51039,6.0,279.0,0.0
AAS51039,7.0,306.0,0.0
AAS51039,8.0,318.0,0.0
AAS51039,9.0,369.0,0.0
AAS51039,10.0,393.0,0.0
AAS51039,11.0,513.0,0.0
AAS51035,1.0,0.0,0.0
AAS51035,2.0,204.0,0.0
AAS51035,3.0,259.0,1.0
AAS51035,4.0,309.0,0.0
AAS51035,5.0,402.0,0.0
AAS51035,6.0,553.0,1.0
AAS51035,7.0,600.0,0.0
AAS51035,8.0,624.0,0.0
AAS51035,9.0,699.0,0.0
AAS51035,10.0,747.0,0.0
AAS51035,11.0,766.0,1.0
AAS51035,12.0,814.0,1.0
AAS51035,13.0,852.0,0.0
AAS51035,14.0,856.0,1.0
AAS51035,15.0,871.0,1.0
AAS51035,16.0,1134.0,0.0
AAS51035,17.0,1185.0,0.0
AAS51035,18.0,1228.0,1.0
AAS51035,19.0,1254.0,0.0
AAS51035,20.0,1257.0,0.0
AAS51035,21.0,1359.0,0.0
AAS51035,22.0,1404.0,0.0
AAS51035,23.0,1455.0,0.0
AAS51035,24.0,1507.0,1.0
AAS51035,25.0,1513.0,1.0
AAS51035,26.0,1520.0,2.0
AAS51036,1.0,0.0,0.0
AAS51036,2.0,81.0,0.0
AAS51036,3.0,132.0,0.0
AAS51036,4.0,256.0,1.0
AAS51036,5.0,339.0,0.0
AAS51036,6.0,367.0,1.0
AAS51036,7.0,496.0,1.0
AAS51036,8.0,568.0,1.0
AAS51036,9.0,571.0,1.0
AAS51036,10.0,628.0,1.0
AAS51036,11.0,721.0,1.0
AAS51036,12.0,782.0,2.0
AAS51036,13.0,847.0,1.0
AAS51036,14.0,869.0,2.0
AAS51036,15.0,905.0,2.0
AAS51036,16.0,924.0,0.0
AAS51036,17.0,952.0,1.0
AAS51036,18.0,988.0,1.0
AAS51036,19.0,1168.0,1.0
AAS51036,20.0,1180.0,1.0
AAS51036,21.0,1191.0,0.0
AAS51036,22.0,1267.0,1.0
AAS51036,23.0,1295.0,2.0
AAS51036,24.0,1306.0,1.0
AAS51036,25.0,1325.0,2.0
AAS51036,26.0,1410.0,0.0
AAS51036,27.0,1498.0,1.0
AAS51036,28.0,1537.0,1.0
AAS51036,29.0,1555.0,1.0
AAS51036,30.0,1564.0,1.0
AAS51036,31.0,1591.0,1.0
AAS51036,32.0,1662.0,0.0
AAS51036,33.0,1770.0,0.0
AAS51036,34.0,1840.0,1.0
AAS51036,35.0,1851.0,0.0
AAS51036,36.0,2064.0,0.0
AAS51036,37.0,2101.0,1.0
AAS51036,38.0,2107.0,1.0
AAS51036,39.0,2119.0,1.0
AAS51036,40.0,2200.0,1.0
AAS51036,41.0,2251.0,1.0
AAS51036,42.0,2259.0,0.0
AAS51036,43.0,2292.0,0.0
AAS51036,44.0,2382.0,0.0
AAS51036,45.0,2424.0,0.0
AAS51310,1.0,0.0,0.0
AAS51310,2.0,11.0,2.0
AAS51310,3.0,42.0,0.0
AAS51310,4.0,63.0,0.0
AAS51310,5.0,67.0,1.0
AAS51310,6.0,84.0,0.0
AAS51310,7.0,199.0,1.0
AAS51310,8.0,202.0,1.0
AAS51310,9.0,437.0,2.0
AAS51310,10.0,447.0,0.0
AAS51310,11.0,509.0,2.0
AAS51310,12.0,543.0,0.0
AAS51310,13.0,577.0,1.0
AAS51310,14.0,589.0,1.0
AAS51310,15.0,634.0,1.0
AAS51310,16.0,663.0,0.0
AAS51310,17.0,718.0,1.0
AAS51310,18.0,774.0,0.0
AAS51310,19.0,841.0,1.0
AAS51310,20.0,846.0,0.0
AAS51310,21.0,864.0,0.0
AAS51310,22.0,876.0,0.0
AAS51275,1.0,0.0,0.0
AAS51275,2.0,82.0,1.0
AAS51275,3.0,85.0,1.0
AAS51275,4.0,100.0,1.0
AAS51275,5.0,202.0,1.0
AAS51275,6.0,229.0,1.0
AAS51275,7.0,364.0,1.0
AAS51275,8.0,432.0,0.0
AAS51275,9.0,474.0,0.0
AAS51275,10.0,517.0,1.0
AAS51275,11.0,538.0,1.0
AAS51275,12.0,649.0,1.0
AAS51275,13.0,673.0,1.0
AAS51275,14.0,705.0,0.0
AAS51275,15.0,721.0,1.0
AAS51275,16.0,789.0,0.0
AAS51275,17.0,823.0,1.0
AAS51275,18.0,826.0,1.0
AAS51275,19.0,966.0,0.0
AAS51275,20.0,999.0,0.0
AAS51275,21.0,1092.0,0.0
AAS51275,22.0,1122.0,0.0
AAS51275,23.0,1129.0,1.0
AAS51511,1.0,0.0,0.0
AAS51511,2.0,204.0,0.0
AAS51511,3.0,225.0,0.0
AAS51511,4.0,321.0,0.0
AAS51511,5.0,366.0,0.0
AAS51511,6.0,402.0,0.0
AAS51511,7.0,405.0,0.0
AAS51511,8.0,408.0,0.0
AAS51511,9.0,522.0,0.0
AAS51511,10.0,669.0,0.0
AAS51511,11.0,681.0,0.0
AAS51511,12.0,684.0,0.0
AAS51511,13.0,699.0,0.0
AAS51511,14.0,1066.0,1.0
AAS51511,15.0,1119.0,0.0
AAS51511,16.0,1122.0,0.0
AAS51511,17.0,1176.0,0.0
AAS51511,18.0,1261.0,1.0
AAS51511,19.0,1267.0,1.0
AAS51511,20.0,1368.0,0.0
AAS51511,21.0,1449.0,0.0
AAS51511,22.0,1485.0,0.0
AAS51511,23.0,2376.0,0.0
AAS51511,24.0,2379.0,0.0
AAS51511,25.0,2469.0,0.0
AAS51511,26.0,2512.0,1.0
AAS51511,27.0,2554.0,1.0
AAS51511,28.0,2589.0,0.0
AAS51511,29.0,2607.0,0.0
AAS51511,30.0,2614.0,1.0
AAS51511,31.0,2647.0,1.0
AAS51511,32.0,2686.0,1.0
AAS51511,33.0,2751.0,0.0
AAS51511,34.0,2806.0,1.0
AAS51511,35.0,2859.0,0.0
AAS51511,36.0,2895.0,0.0
AAS51511,37.0,3000.0,0.0
AAS51511,38.0,3018.0,0.0
AAS51511,39.0,3045.0,0.0
AAS51511,40.0,3076.0,1.0
AAS51511,41.0,3225.0,0.0
AAS51511,42.0,3304.0,1.0
AAS51511,43.0,3348.0,0.0
AAS51511,44.0,3407.0,2.0
AAS51511,45.0,3426.0,0.0
AAS51511,46.0,3439.0,1.0
AAS51511,47.0,3448.0,1.0
AAS51511,48.0,3477.0,0.0
AAS51511,49.0,3562.0,1.0
AAS51511,50.0,3582.0,0.0
AAS51511,51.0,3585.0,0.0
AAS51511,52.0,3607.0,1.0
AAS51511,53.0,3840.0,0.0
AAS51511,54.0,3852.0,0.0
AAS51511,55.0,3855.0,0.0
AAS51185,1.0,0.0,0.0
AAS51185,2.0,285.0,0.0
AAS51218,1.0,0.0,0.0
AAS51218,2.0,63.0,0.0
AAS51218,3.0,159.0,0.0
AAS51401,1.0,0.0,0.0
AAS51401,2.0,66.0,0.0
AAS51401,3.0,112.0,1.0
AAS51401,4.0,183.0,0.0
AAS51401,5.0,201.0,0.0
AAS51401,6.0,210.0,0.0
AAS51401,7.0,270.0,0.0
AAS51401,8.0,289.0,1.0
AAS51401,9.0,356.0,2.0
AAS51372,1.0,0.0,0.0
AAS51372,2.0,45.0,0.0
AAS51372,3.0,101.0,2.0
AAS51372,4.0,553.0,1.0
AAS51242,1.0,0.0,0.0
AAS51242,2.0,18.0,0.0
AAS51242,3.0,47.0,2.0
AAS51242,4.0,61.0,1.0
AAS51242,5.0,169.0,1.0
AAS51242,6.0,180.0,0.0
AAS51242,7.0,246.0,0.0
AAS51242,8.0,271.0,1.0
AAS51242,9.0,333.0,0.0
AAS51242,10.0,424.0,1.0
AAS51242,11.0,447.0,0.0
AAS51242,12.0,480.0,0.0
AAS51242,13.0,607.0,1.0
AAS51242,14.0,727.0,1.0
AAS51242,15.0,889.0,1.0
AAS51242,16.0,1150.0,1.0
AAS51242,17.0,1294.0,1.0
AAS51242,18.0,1308.0,0.0
AAS51242,19.0,1422.0,0.0
AAS51242,20.0,1438.0,1.0
AAS51242,21.0,1486.0,1.0
AAS51242,22.0,1497.0,0.0
AAS51242,23.0,1504.0,1.0
AAS51242,24.0,1546.0,1.0
AAS51412,1.0,0.0,0.0
AAS51412,2.0,85.0,1.0
AAS51412,3.0,216.0,0.0
AAS51412,4.0,258.0,0.0
AAS51412,5.0,291.0,0.0
AAS51412,6.0,378.0,0.0
AAS51412,7.0,738.0,0.0
AAS51412,8.0,942.0,0.0
AAS51412,9.0,954.0,0.0
AAS51412,10.0,1026.0,0.0
AAS51412,11.0,1078.0,1.0
AAS51412,12.0,1102.0,1.0
AAS51221,1.0,0.0,0.0
AAS51221,2.0,299.0,2.0
AAS51221,3.0,514.0,1.0
AAS51221,4.0,540.0,0.0
AAS51328,1.0,0.0,0.0
AAS51328,2.0,7.0,1.0
AAS51328,3.0,109.0,1.0
AAS51328,4.0,127.0,1.0
AAS51328,5.0,142.0,1.0
AAS51328,6.0,343.0,1.0
AAS51328,7.0,409.0,1.0
AAS51328,8.0,453.0,0.0
AAS51328,9.0,658.0,1.0
AAS51328,10.0,663.0,0.0
AAS51328,11.0,733.0,1.0
AAS51328,12.0,973.0,1.0
AAS51328,13.0,999.0,0.0
AAS51328,14.0,1069.0,1.0
AAS51328,15.0,1209.0,0.0
AAS51328,16.0,1213.0,1.0
AAS51328,17.0,1227.0,0.0
AAS51328,18.0,1260.0,0.0
AAS51328,19.0,1304.0,2.0
AAS51328,20.0,1309.0,1.0
AAS51328,21.0,1329.0,0.0
AAS51328,22.0,1352.0,2.0
AAS51328,23.0,1389.0,0.0
AAS51328,24.0,1404.0,0.0
AAS51328,25.0,1540.0,1.0
AAS51328,26.0,1546.0,1.0
AAS51328,27.0,1568.0,2.0
AAS51328,28.0,1597.0,1.0
AAS51328,29.0,1639.0,1.0
AAS51328,30.0,1674.0,0.0
AAS51328,31.0,1690.0,1.0
AAS51328,32.0,1713.0,0.0
AAS51328,33.0,1853.0,2.0
AAS51328,34.0,1873.0,1.0
AAS51328,35.0,1881.0,0.0
AAS51328,36.0,1920.0,0.0
AAS51328,37.0,2101.0,1.0
AAS51328,38.0,2136.0,0.0
AAS51328,39.0,2178.0,0.0
AAS51328,40.0,2187.0,0.0
AAS51328,41.0,2197.0,1.0
AAS51328,42.0,2259.0,0.0
AAS51328,43.0,2335.0,1.0
AAS51328,44.0,2365.0,1.0
AAS51328,45.0,2371.0,1.0
AAS51328,46.0,2374.0,1.0
AAS51328,47.0,2395.0,1.0
AAS51328,48.0,2398.0,1.0
AAS51328,49.0,2410.0,1.0
AAS51193,1.0,0.0,0.0
AAS51193,2.0,12.0,0.0
AAS51193,3.0,35.0,2.0
AAS51193,4.0,75.0,0.0
AAS51193,5.0,150.0,0.0
AAS51193,6.0,168.0,0.0
AAS51193,7.0,190.0,1.0
AAS51193,8.0,274.0,1.0
AAS51193,9.0,294.0,0.0
AAS51193,10.0,345.0,0.0
AAS51193,11.0,362.0,2.0
AAS51193,12.0,400.0,1.0
AAS51193,13.0,498.0,0.0
AAS51193,14.0,523.0,1.0
AAS51193,15.0,676.0,1.0
AAS51193,16.0,733.0,1.0
AAS51193,17.0,748.0,1.0
AAS51193,18.0,819.0,0.0
AAS51193,19.0,859.0,1.0
AAS51193,20.0,1027.0,1.0
AAS51193,21.0,1145.0,2.0
AAS51193,22.0,1171.0,1.0
AAS51193,23.0,1264.0,1.0
AAS51193,24.0,1305.0,0.0
AAS51193,25.0,1324.0,1.0
AAS51446,1.0,0.0,0.0
AAS51446,2.0,13.0,1.0
AAS51446,3.0,126.0,0.0
AAS51446,4.0,174.0,0.0
AAS51446,5.0,238.0,1.0
AAS51446,6.0,372.0,0.0
AAS51446,7.0,394.0,1.0
AAS51446,8.0,462.0,0.0
AAS51446,9.0,562.0,1.0
AAS51446,10.0,618.0,0.0
AAS51446,11.0,652.0,1.0
AAS51446,12.0,782.0,2.0
AAS51446,13.0,809.0,2.0
AAS51446,14.0,820.0,1.0
AAS51446,15.0,873.0,0.0
AAS51446,16.0,945.0,0.0
AAS51446,17.0,963.0,0.0
AAS51446,18.0,967.0,1.0
AAS51446,19.0,1032.0,0.0
AAS51446,20.0,1045.0,1.0
AAS51446,21.0,1053.0,0.0
AAS51446,22.0,1056.0,0.0
AAS51446,23.0,1096.0,1.0
AAS51446,24.0,1103.0,2.0
AAS51446,25.0,1115.0,2.0
AAS51446,26.0,1179.0,0.0
AAS51446,27.0,1273.0,1.0
AAS51446,28.0,1302.0,0.0
AAS51446,29.0,1306.0,1.0
AAS51446,30.0,1345.0,1.0
AAS51446,31.0,1548.0,0.0
AAS51446,32.0,1560.0,0.0
AAS51446,33.0,1637.0,2.0
AAS51446,34.0,1641.0,0.0
AAS51446,35.0,1657.0,1.0
AAS51446,36.0,1660.0,1.0
AAS51446,37.0,1731.0,0.0
AAS51446,38.0,1830.0,0.0
AAS51446,39.0,1889.0,2.0
AAS51446,40.0,1894.0,1.0
AAS51446,41.0,1913.0,2.0
AAS51446,42.0,1947.0,0.0
AAS51446,43.0,2109.0,0.0
AAS51446,44.0,2115.0,0.0
AAS51446,45.0,2149.0,1.0
AAS51446,46.0,2262.0,0.0
AAS51446,47.0,2292.0,0.0
AAS51446,48.0,2371.0,1.0
AAS51446,49.0,2419.0,1.0
AAS51446,50.0,2431.0,1.0
AAS51446,51.0,2516.0,2.0
AAS51446,52.0,2526.0,0.0
AAS51446,53.0,2551.0,1.0
AAS51446,54.0,2575.0,1.0
AAS51446,55.0,2612.0,2.0
AAS51446,56.0,2703.0,0.0
AAS51446,57.0,2719.0,1.0
AAS51446,58.0,2725.0,1.0
AAS51446,59.0,2733.0,0.0
AAS51446,60.0,2740.0,1.0
AAS51446,61.0,2752.0,1.0
AAS51446,62.0,2809.0,1.0
AAS51446,63.0,2818.0,1.0
AAS51446,64.0,2827.0,1.0
AAS51446,65.0,2839.0,1.0
AAS51206,1.0,0.0,0.0
AAS51206,2.0,15.0,0.0
AAS51206,3.0,127.0,1.0
AAS51206,4.0,157.0,1.0
AAS51206,5.0,295.0,1.0
AAS51206,6.0,401.0,2.0
AAS51206,7.0,475.0,1.0
AAS51145,1.0,0.0,0.0
AAS51145,2.0,26.0,2.0
AAS51145,3.0,132.0,0.0
AAS51145,4.0,198.0,0.0
AAS51145,5.0,244.0,1.0
AAS51145,6.0,370.0,1.0
AAS51145,7.0,403.0,1.0
AAS51145,8.0,520.0,1.0
AAS51145,9.0,601.0,1.0
AAS51145,10.0,643.0,1.0
AAS51145,11.0,676.0,1.0
AAS51145,12.0,764.0,2.0
AAS51145,13.0,780.0,0.0
AAS51145,14.0,784.0,1.0
AAS51145,15.0,853.0,1.0
AAS51145,16.0,859.0,1.0
AAS51145,17.0,866.0,2.0
AAS51145,18.0,1120.0,1.0
AAS51145,19.0,1176.0,0.0
AAS51145,20.0,1248.0,0.0
AAS51145,21.0,1321.0,1.0
AAS51145,22.0,1336.0,1.0
AAS51145,23.0,1372.0,1.0
AAS51145,24.0,1401.0,0.0
AAS51145,25.0,1414.0,1.0
AAS51145,26.0,1468.0,1.0
AAS51211,1.0,0.0,0.0
AAS51211,2.0,295.0,1.0
AAS51211,3.0,398.0,2.0
AAS51503,1.0,0.0,0.0
AAS51503,2.0,24.0,0.0
AAS51503,3.0,54.0,0.0
AAS51503,4.0,144.0,0.0
AAS51503,5.0,162.0,0.0
AAS51503,6.0,184.0,1.0
AAS51503,7.0,256.0,1.0
AAS51503,8.0,269.0,2.0
AAS51503,9.0,298.0,1.0
AAS51503,10.0,321.0,0.0
AAS51503,11.0,333.0,0.0
AAS51503,12.0,352.0,1.0
AAS51503,13.0,399.0,0.0
AAS51503,14.0,403.0,1.0
AAS51503,15.0,442.0,1.0
AAS51503,16.0,506.0,2.0
AAS51503,17.0,510.0,0.0
AAS51503,18.0,550.0,1.0
AAS51503,19.0,682.0,1.0
AAS51503,20.0,701.0,2.0
AAS51503,21.0,714.0,0.0
AAS51503,22.0,817.0,1.0
AAS51503,23.0,885.0,0.0
AAS51503,24.0,901.0,1.0
AAS51503,25.0,986.0,2.0
AAS51503,26.0,994.0,1.0
AAS51166,1.0,0.0,0.0
AAS51166,2.0,73.0,1.0
AAS51166,3.0,154.0,1.0
AAS51166,4.0,228.0,0.0
AAS51166,5.0,301.0,1.0
AAS51166,6.0,382.0,1.0
AAS51166,7.0,456.0,0.0
AAS51166,8.0,610.0,1.0
AAS51166,9.0,684.0,0.0
AAS51166,10.0,838.0,1.0
AAS51166,11.0,912.0,0.0
AAS51166,12.0,985.0,1.0
AAS51166,13.0,1066.0,1.0
AAS51387,1.0,0.0,0.0
AAS51387,2.0,3.0,0.0
AAS51387,3.0,157.0,1.0
AAS51387,4.0,171.0,0.0
AAS51387,5.0,309.0,0.0
AAS51387,6.0,316.0,1.0
AAS51387,7.0,355.0,1.0
AAS51387,8.0,382.0,1.0
AAS51316,1.0,0.0,0.0
AAS51316,2.0,5.0,2.0
AAS51316,3.0,51.0,0.0
AAS51316,4.0,91.0,1.0
AAS51316,5.0,131.0,2.0
AAS51316,6.0,308.0,2.0
AAS51316,7.0,335.0,2.0
AAS51316,8.0,366.0,0.0
AAS51316,9.0,448.0,1.0
AAS51316,10.0,465.0,0.0
AAS51316,11.0,817.0,1.0
AAS51316,12.0,835.0,1.0
AAS51316,13.0,925.0,1.0
AAS51316,14.0,985.0,1.0
AAS51316,15.0,1018.0,1.0
AAS51316,16.0,1078.0,1.0
AAS51114,1.0,0.0,0.0
AAS51114,2.0,103.0,1.0
AAS51114,3.0,141.0,0.0
AAS51114,4.0,165.0,0.0
AAS51114,5.0,253.0,1.0
AAS51114,6.0,394.0,1.0
AAS51114,7.0,514.0,1.0
AAS51114,8.0,525.0,0.0
AAS51114,9.0,562.0,1.0
AAS51114,10.0,588.0,0.0
AAS51114,11.0,611.0,2.0
AAS51114,12.0,720.0,0.0
AAS51114,13.0,817.0,1.0
AAS51114,14.0,921.0,0.0
AAS51114,15.0,932.0,2.0
AAS51199,1.0,0.0,0.0
AAS51199,2.0,84.0,0.0
AAS51199,3.0,93.0,0.0
AAS51199,4.0,136.0,1.0
AAS51199,5.0,173.0,2.0
AAS51199,6.0,255.0,0.0
AAS51199,7.0,373.0,1.0
AAS51199,8.0,465.0,0.0
AAS51199,9.0,468.0,0.0
AAS51199,10.0,480.0,0.0
AAS51199,11.0,543.0,0.0
AAS51199,12.0,559.0,1.0
AAS51199,13.0,565.0,1.0
AAS51199,14.0,601.0,1.0
AAS51199,15.0,609.0,0.0
AAS51199,16.0,645.0,0.0
AAS51199,17.0,651.0,0.0
AAS51199,18.0,655.0,1.0
AAS51199,19.0,696.0,0.0
AAS51199,20.0,724.0,1.0
AAS51199,21.0,730.0,1.0
AAS51199,22.0,754.0,1.0
AAS51199,23.0,852.0,0.0
AAS51199,24.0,962.0,2.0
AAS51199,25.0,969.0,0.0
AAS51199,26.0,1031.0,2.0
AAS51199,27.0,1054.0,1.0
AAS51199,28.0,1128.0,0.0
AAS51199,29.0,1131.0,0.0
AAS51199,30.0,1134.0,0.0
AAS51199,31.0,1219.0,1.0
AAS51199,32.0,1248.0,0.0
AAS51199,33.0,1357.0,1.0
AAS51199,34.0,1387.0,1.0
AAS51199,35.0,1411.0,1.0
AAS51199,36.0,1416.0,0.0
AAS51199,37.0,1441.0,1.0
AAS51199,38.0,1451.0,2.0
AAS51199,39.0,1466.0,2.0
AAS51199,40.0,1549.0,1.0
AAS51199,41.0,1654.0,1.0
AAS51032,1.0,0.0,0.0
AAS51032,2.0,699.0,0.0
AAS51032,3.0,789.0,0.0
AAS51032,4.0,850.0,1.0
AAS51032,5.0,912.0,0.0
AAS51032,6.0,978.0,0.0
AAS51222,1.0,0.0,0.0
AAS51222,2.0,25.0,1.0
AAS51222,3.0,52.0,1.0
AAS51222,4.0,85.0,1.0
AAS51222,5.0,118.0,1.0
AAS51222,6.0,228.0,0.0
AAS51222,7.0,267.0,0.0
AAS51222,8.0,378.0,0.0
AAS51222,9.0,430.0,1.0
AAS51222,10.0,460.0,1.0
AAS51222,11.0,471.0,0.0
AAS51222,12.0,555.0,0.0
AAS51222,13.0,764.0,2.0
AAS51222,14.0,780.0,0.0
AAS51222,15.0,841.0,1.0
AAS51222,16.0,966.0,0.0
AAS51222,17.0,973.0,1.0
AAS51222,18.0,988.0,1.0
AAS51222,19.0,1009.0,1.0
AAS51222,20.0,1042.0,1.0
AAS51222,21.0,1086.0,0.0
AAS51222,22.0,1104.0,0.0
AAS51222,23.0,1213.0,1.0
AAS51222,24.0,1300.0,1.0
AAS51222,25.0,1324.0,1.0
AAS51222,26.0,1368.0,0.0
AAS51222,27.0,1452.0,0.0
AAS51222,28.0,1494.0,0.0
AAS51222,29.0,1553.0,2.0
AAS51222,30.0,1576.0,1.0
AAS51222,31.0,1603.0,1.0
AAS51222,32.0,1627.0,1.0
AAS51222,33.0,1697.0,2.0
AAS51222,34.0,1782.0,0.0
AAS51222,35.0,1840.0,1.0
AAS51222,36.0,1881.0,0.0
AAS51222,37.0,2058.0,0.0
